PM,Lat,Lot
31.52340126,60.25244522,24.90594864
37.25774765,60.25244522,24.91498184
35.39207840,60.25244522,25.01976204
48.32271957,60.25244522,25.02698708
40.77371216,60.25244522,25.03421402
31.32093430,60.25334549,24.87523651
33.36688232,60.25334549,24.88788223
32.43589783,60.25334549,24.89330292
32.08385849,60.25334549,24.89691544
34.95411682,60.25334549,24.89872169
42.38110733,60.25334549,24.90233612
36.75184250,60.25424957,24.84271812
35.06352997,60.25424957,24.86078453
35.35113144,60.25424957,24.89149666
49.48403931,60.25424957,24.89872169
31.84457779,60.25424957,25.00892258
71.29094696,60.25424957,25.01795578
37.30722809,60.25514984,24.88065720
33.92404556,60.25514984,24.89510918
32.57076645,60.25605392,24.88246346
32.37714005,60.25605392,24.89330292
30.06807518,60.25605392,25.02879333
43.07146835,60.25695419,24.85355759
47.58952332,60.25695419,24.85897827
32.02172852,60.25695419,24.89510918
42.85169220,60.25695419,24.97821045
39.93840027,60.25875854,24.83549309
34.07239914,60.25875854,24.88788223
37.43704605,60.25875854,24.89510918
43.24787140,60.25875854,24.90233612
70.89765930,60.25875854,25.02698708
30.45383835,60.25966263,24.87884903
42.99582672,60.26056290,24.89330292
34.68566895,60.26056290,24.96014595
30.16263008,60.26056290,25.01795578
30.78407288,60.26056290,25.02518082
37.62761307,60.26146698,24.87343025
33.52317429,60.26236725,24.84994507
58.26330185,60.26236725,24.96917725
30.45619392,60.26236725,24.98001671
36.23022079,60.26236725,25.01795578
39.22240448,60.26327133,24.86801147
59.73376083,60.26327133,24.98001671
38.93187714,60.26327133,25.03240776
32.51993561,60.26327133,25.03602028
55.79475784,60.26327133,25.03782654
140.85717773,60.26417160,24.84271812
44.75373459,60.26417160,24.88788223
35.69007111,60.26507568,24.85355759
41.23279190,60.26507568,24.89330292
36.04364014,60.26507568,25.02698708
30.69447708,60.26597595,24.89330292
53.81544113,60.26687622,24.83368683
84.81048584,60.26687622,24.89691544
31.86872101,60.26778030,24.85355759
31.77448463,60.26778030,24.88968849
56.25722885,60.26778030,24.89149666
54.62136459,60.27138901,24.96917725
33.97611618,60.27319336,25.03421402
34.47916031,60.27409363,25.05227852
